creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Raoul Dufy;1877;1953;França;École supérieure d'art du Havre > École des Beaux-Arts du Havre > École nationale supérieure des beaux-arts;49.494166666667 > 49.4927 > 48.853997;0.10805555555556 > 0.1079 > 2.333500;Le Havre;Forcalquier;male;Wikipedia> Britannica;alta;;Wikidata;alta;MAC USP;alta;49.494261098;0.107801459;100.0;43.960133439;5.780591181;100.0;Britannica;;alta;Ulan;Ulan;;alta
Raphael;1483;1520;Sacro Império Romano-Germânico;Liceu de Artes e Ofícios de São Paulo;-23.5331446;-46.6267577;Urbino;Roma;male;fontes biográficas de referência;média;instituição identificada em biografias sumárias;Wikidata;alta;;baixa;43.7247469;12.6366847;100.0;41.8930555556;12.4827777778;100.0;Britannica;;alta;;;;
Raphael Galvez;1907;1998;Brasil;Liceu de Artes e Ofícios de São Paulo;-23.5331446;-46.6267577;São Paulo;São Paulo;male;https://www.getty.edu/vow/ULANFullDisplay?subjectid=500356462;alta;O ULAN confirma ingresso no Liceu de Artes e Ofícios de São Paulo em 1921.;https://enciclopedia.itaucultural.org.br/pessoas/7442-raphael-galvez;alta;MASP;baixa;-23.5486657;-46.6382522;100.0;-23.5503944444;-46.6339472222;100.0;https://enciclopedia.itaucultural.org.br/pessoas/7442-raphael-galvez;Nome completo na fonte: Raphael Dazzani Galvez.;alta;https://enciclopedia.itaucultural.org.br/pessoas/7442-raphael-galvez;https://enciclopedia.itaucultural.org.br/pessoas/7442-raphael-galvez;;alta
Raphaël Collin;1850;1916;França;ateliê de William-Adolphe Bouguereau > ateliê de Alexandre Cabanel; > ; > ;Paris;Brionne;male;https://en.wikipedia.org/wiki/Rapha%C3%ABl_Collin;média;;https://en.wikipedia.org/wiki/Rapha%C3%ABl_Collin;média;Museu Nacional de Belas Artes;alta;48.856372814;2.352529617;81.21;49.193448918;0.721791538;100.0;Musée d’Orsay;;alta;Ulan;Ulan;;alta
Raquel Fukuda;;;Brasil;Faculdade Santa Marcelina (FASM);-23.550394444444;-46.633947222222;São Paulo;;female;Escavador / Lattes;média;;Wikidata;alta;FILE;;-23.5486657;-46.6382522;100.0;;;;;"Atuação profissional recente; sem óbito identificado.";;;;;
Raquel Piantino;;;Brasil;Universidade de Brasília (UnB) > The University of Texas at Dallas;-15.76138888888889 > 32.9857;-47.86638888888889 > -96.7501;Brasília;;female;FILE Festival | UIVO Filmes;alta;;Wikidata;alta;FILE;;-15.7793842;-47.9257379;100.0;;;;;"Biografia recente no FILE; sem óbito identificado.";;;;;
Raul Milian;1914;1984;Cuba;Academia de San Alejandro;23.087472;-82.426917;Havana;Havana;male;fontes biográficas de referência;média;instituição identificada> datas não localizadas com precisão;Wikidata;alta;MAC USP;baixa;23.1281371;-82.3897195;100.0;23.1281371;-82.3897195;100.0;Museo Nacional de Bellas Artes de Cuba;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Raul Porto;1936;1999;;;;;Dois Córregos, SP, Brasil;Campinas;male;;;;Galeria Berenice Arvani / Catálogo das Artes;média;MAC USP;baixa;-22.3677;-48.3814;;-22.900833333;-47.057222222;100.0;"Galeria Berenice Arvani; Catálogo das Artes";Local de morte preenchido com base em fontes secundárias convergentes.;média;Enciclopédia Itaú Cultural;Enciclopédia Itaú Cultural;;alta
Ravana;;;Índia;;;;Nova Délhi, Índia;;male;;;;FILE Festival;alta;FILE;;28.613939;77.209021;;;;;;Pseudônimo/nome artístico não desambiguado com segurança.;;;;;
Raven Kwok;1989;;Estados Unidos;Shanghai Institute of Visual Art > Rensselaer Polytechnic Institute;31.048 > 42.729014;121.202 > -73.676728;Shanghai, China;;male;site oficial / CV do artista;alta;;site oficial do artista;alta;FILE;;31.22222;121.45806;100.0;;;;;"Site/portfólio recente; sem óbito identificado.";;;;;
Ray Gropius;1988;;Itália;autodidata;;;Países Baixos;;male;FILE Festival;alta;fonte identifica apenas o país de nascimento> autodidata mantido sem coordenadas> fontes localizadas informam apenas Países Baixos, sem cidade auditável;site oficial do artista;alta;FILE;;52.249375293;5.616126398;100.0;;;;;"Site oficial recente; sem óbito identificado.";;site oficial Ray Gropius;;;alta
Regina Silveira;1939;;Brasil;Instituto de Artes da Universidade Federal do Rio Grande do Sul (UFRGS) > Escola de Comunicações e Artes da USP (ECA-USP);-30.0292 > -23.55833333;-51.2233 > -46.72694444;Porto Alegre;;female;https://reginasilveira.c2midia.com.br/sobre-a-artista/;alta;graduação na UFRGS> depois mestrado e doutorado na ECA/USP;Wikidata;alta;MAC USP;alta;-30.027679;-51.2286404;100.0;;;;;"Verbete recente; sem óbito identificado.";;Wikidata > Ulan;;;alta
Regina Veiga;1890;1968;Brasil;Académie Julian > estudos com Rodolfo Amoedo > formação com o pintor Heilmann;48.871111 >  >;2.341667 >  >;;Rio de Janeiro;female;https://pt.wikipedia.org/wiki/Regina_Veiga | https://aterraeredonda.com.br/regina-veiga/;média;Mantive a cronologia de forma conservadora porque a fonte não detalha todos os anos de estudo na Europa.;;;Museu Histórico Nacional;média;;;;-22.9111111111;-43.2055555556;100.0;Itaú Cultural;;alta;;;;
Rei Souza;;;Brasil;autodidata;-16.32667;-48.95278;Bragança Paulista;;male;FILE Festival | Mais Goiás / FILE Festival;alta;autodidata> coordenadas atribuídas à cidade de moradia e atuação explicitada em fontes;Wikidata;alta;FILE;média;-22.9517005;-46.5406666;100.0;;;;;"Biografia recente; sem óbito identificado.";;;;;
Rejane Cantoni;1959;;Brasil;Pontifícia Universidade Católica de São Paulo (PUC-SP) > University of Geneva > Universidade de São Paulo (USP);-23.5381 > 46.1991 > -23.5613991;-46.6705 > 6.1458 > -46.7307891;São Paulo;;female;Itaú Cultural | site oficial;alta;;Wikidata;alta;FILE;;-23.5486657;-46.6382522;100.0;;;100.0;;Nome artístico/pseudônimo não desambiguado com segurança.;;Wikidata;;;alta
Rek;1800;1899;Canadá;;;;;;female;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"Biografia recente; sem óbito identificado.";;Ulan;Ulan;;alta
Rembrandt;1606;1669;República Neerlandesa;Leiden University > aprendizagem com Jacob van Swanenburgh > estudos com Pieter Lastman;52.15694444444444 >  >;4.485277777777778 >  >;Leiden;Amsterdã;male;https://www.ebiografia.com/rembrandt/ | https://pt.wikipedia.org/wiki/Rembrandt;média;A formação aparece em oficinas e mestres, não em academia formal.;Wikidata;alta;MASP;alta;52.158170179;4.48755174;100.0;52.361524688;4.890870311;100.0;Britannica;;alta;;;;
Renata Barros;1959;;;Faculty of Nutrition and Food Science of the University of Porto > Fundação Armando Álvares Penteado (FAAP) > Atelier des Beaux Arts;41.14666667 > -23.5450155 >;-8.61555556 > -46.6630802 >;São Paulo, SP, Brasil;;female;https://enciclopedia.itaucultural.org.br/pessoas/5195-renata-barros> https://mapa.pacodasartes.org.br/page.php?id=85905463-b0a1-481d-ae03-7671a882f149&name=artistas&op=detalhe;alta;também estuda com Vick Machado, Carlos Fajardo e outros em ateliê;MAC USP;alta;MAC USP;alta;-23.5486657;-46.6382522;;;;;;"Biografia recente; sem óbito identificado.";;Ulan;;;alta
Renata de Andrade;1960;;Brasil;Gerrit Rietveld Academie > Didactic Studies for Visual Artists > College of Multi Media;52.3563 > 52.3676 > 52.3676;4.9126 > 4.9041 > 4.9041;Barretos, São Paulo, Brasil;;female;https://museuvictormeirelles.museus.gov.br/2007-2/conversa-com-a-artista-renata-de-andrade/;alta;formou-se em pintura na Academia Rietveld> começou a estudar arte aos 29 anos, já na Holanda;https://museuvictormeirelles.acervos.museus.gov.br/autores/renata-de-andrade-2/;alta;Museu Victor Meirelles;média;-20.5531;-48.5698;100.0;;;;;"Verbete recente; sem óbito identificado.";;Ulan;;;alta
Renata Pedrosa;1967;;Brasil;European Ceramics Work Center > Pontifícia Universidade Católica de São Paulo (PUC-SP) > Escola de Comunicações e Artes da USP (ECA-USP);51.5833 > -23.5381 > -23.55833333;5.2 > -46.6705 > -46.72694444;Tremembé, SP, Brasil;;female;https://www.escavador.com/sobre/3341664/renata-pedrosa | https://teresaberlinck.com.br/curriculo/> https://www.escavador.com/sobre/3341664/renata-pedrosa;média;A fonte recuperada é de currículo acadêmico> informação artística complementar não especifica outras formações.;MAC USP;alta;MAC USP;média;-22.9571;-45.5475;;;;;;"Site oficial/biografia recente; sem óbito identificado.";;Guia das Artes;;;média
Renato Birolli;1905;1959;Reino da Itália;Accademia Cignaroli;45.43479753250506;10.9929983708197;Verona;Milão;male;https://galleriadelloscudo.com/en/artist/renato-birolli-biography-artworks-exhibitions/;alta;Biografia de arquivo informa estudos na Accademia Cignaroli, da qual foi expulso> não localizei datas exatas nesta passada.;Wikidata;alta;MAC USP;média;45.4383527;10.9917125;100.0;45.4636183;9.1881156;100.0;Fondazione Renato Birolli;;alta;Ulan;Ulan;;alta
Renato Guttuso;1912;1987;Itália;University of Palermo;38.11768;13.370131;Bagheria;Roma;male;https://en.wikipedia.org/wiki/Renato_Guttuso;média;Também frequentou o ateliê de Pippo Rizzo> preenchimento institucional mantido apenas para a universidade.;Wikidata;alta;MAC USP;média;38.0783238;13.5069548;100.0;41.8905568;12.4942679;100.0;Archivi Guttuso;;alta;Ulan;Ulan;;alta
Renzo Filinich;1978;;Chile;University of Chile > University of Valparaíso;-33.44454888888889 > -33.0407143;-70.65095388888889 > -71.6254608;Chile;;male;site oficial do artista;alta;FILE explicita “País de Origem”> preenchido em nível de país.;FILE Festival (País de Origem);alta;FILE;;-35.675147;-71.542969;;;;;;"Site oficial recente; sem óbito identificado.";;Festival Internacional de la Imagen;;;média
Renzo Vespignani;1924;2001;Itália;;;;Roma;Roma;male;;;artista geralmente descrito como autodidata> mantido apenas local de formação;Wikidata;alta;MAC USP;média;41.8905568;12.4942679;100.0;41.8905568;12.4942679;100.0;Quadriennale di Roma;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
René Bauer;1972;;Suíça;Universität Zürich;47.374722222222;8.5483333333333;Suíça;;male;FILE Festival;alta;Ficha FILE explicita País de Origem.;FILE Archive — ficha de participante;alta;FILE;alta;46.818188;8.227512;;;;;;"Perfil institucional recente; sem óbito identificado.";;FILE;;;alta
René Guiette;1893;1976;Bélgica;Royal Academy of Fine Arts Antwerp;51.2234;4.4069;Antuérpia;Wilrijk;male;https://en.wikipedia.org/wiki/Ren%C3%A9_Guiette;média;datas aproximadas;Wikidata;alta;MAC USP;média;51.25942418;4.371799938;100.0;51.16734;4.39513;100.0;"Galerie AB; Wikipédia (fr)";Local de morte preenchido com base em fontes secundárias convergentes.;média;Wikidata > Ulan;Wikidata > Ulan;;alta
René Portocarrero;1912;1985;Cuba;Academia de San Alejandro;23.087472;-82.426917;Cerro;Havana;male;https://en.wikipedia.org/wiki/Ren%C3%A9_Portocarrero;média;A fonte confirma estudos na Academia de San Alejandro.;Wikidata;alta;MAC USP;média;23.1157488;-82.3775869;100.0;23.1281371;-82.3897195;100.0;"EcuRed; Wikipedia";Local de morte preenchido com base em fontes secundárias convergentes.;média;Wikidata > Ulan;Wikidata > Ulan;;alta
Renée Lefèvre;1910;1996;Brasil;estudos com Pedro Alexandrino Borges > Académie Julian > Académie de la Grande Chaumière;> 48.871111 > 48.842342;> 2.341667 > 2.330848;São Paulo;São Paulo;male;https://pt.wikipedia.org/wiki/Ren%C3%A9e_Lef%C3%A8vre | https://enciclopedia.itaucultural.org.br/pessoas/259-renee-lefevre> https://pt.wikipedia.org/wiki/Ren%C3%A9e_Lef%C3%A8vre | https://enciclopedia.itaucultural.org.br/pessoas/259-renee-lefevre | https://www.escritoriodearte.com/artista/renee-lefevre;média;;Wikidata;alta;MAC USP;média;-23.5486657;-46.6382522;100.0;-23.5486657;-46.6382522;100.0;Itaú Cultural;;alta;Wikidata;Wikidata;;alta
Ricardo Barreto;1950;;Brasil;Centro Universitário Belas Artes > Faculdade de Filosofia, Letras e Ciências Humanas da USP (FFLCH-USP);-23.583688 > -23.5613991;-46.633917 > -46.7307891;Rio de Janeiro;;male;Enciclopédia Itaú Cultural;alta;;Wikidata;alta;FILE;;-22.9014475;-43.1789159;100.0;;;;;"Biografia recente; sem óbito identificado.";;Enciclopédia Itaú Cultural;;;alta
Ricardo Dal Farra;1957;;Argentina;Université du Québec à Montréal (UQAM);45.513888888889;-73.560277777778;Buenos Aires;;male;Daniel Langlois Foundation;alta;;Wikidata;alta;FILE;;-34.6090264;-58.3732215;100.0;;;;;"Perfil institucional recente; sem óbito identificado.";;;;;
Ricardo de Armas;1957;;Argentina;Vicentina de la Torre Arts Academy > Instituto Superior de Arte (ISA);21.378611111111 > 23.0961;-77.918611111111 > -82.3717;Camagüey, Cuba;;male;site oficial do artista;alta;;Wikidata;alta;FILE;;21.3808;-77.9169;100.0;;;;;"Site oficial recente; sem óbito identificado.";;site oficial Ricardo de Armas;;;alta
Ricardo Martínez;1918;2009;México;Academia de San Carlos > autodidata;19.43305556 > ;-99.12888889 > ;Cidade do México;Cidade do México;male;https://fundacionricardomartinez.net/ricardo-martinez/;alta;A fundação do artista confirma breve passagem pela Academia de San Carlos e posterior formação autodidata.;Wikidata;alta;MAC USP;média;19.430457906;-99.141684761;100.0;19.430457906;-99.141684761;100.0;"Vanguardia MX; Fundación Ricardo Martínez";Local de morte preenchido com base em fontes convergentes.;média;https://fundacionricardomartinez.net/ricardo-martinez/;https://fundacionricardomartinez.net/ricardo-martinez/;;alta
Richard Mortensen;1910;1993;Reino da Dinamarca;Royal Danish Academy of Fine Arts;55.680277777777775;12.587222222222222;Ejby;Ejby;male;https://www.britannica.com/biography/Richard-Mortensen;alta;Britannica informa que deixou a academia após dois anos para trabalhar de forma independente.;Wikidata;alta;MAC USP;alta;55.6982617;12.4119032;100.0;55.6888888889;11.845;100.0;"gravsted.dk; Wikipedia";Corrigido de Copenhagen para Ejby com base em fontes convergentes.;média;Ulan;Ulan;;alta
Richard Paul Lohse;1902;1988;Suíça;Kunstgewerbeschule Zürich;47.38295;8.5358;Zurique;Zurique;male;https://bilbaomuseoa.eus/en/explore/artist/richard-paul-lohse/4f9f44f8-1dab-4369-a394-2bc2b1d2e178;alta;O Museu de Belas Artes de Bilbao confirma estudos na Kunstgewerbeschule Zürich.;Wikidata;alta;MAC USP;média;47.38454096;8.529927493;100.0;47.38454096;8.529927493;100.0;Richard Paul Lohse / Biography;;alta;Ulan;Ulan;;alta
Rino Stefano Tagliafierro;1980;;Itália;ISIA Urbino > IED – Istituto Europeo di Design, Milano;43.7252 > 45.466944444444;12.6378 > 9.19;Piacenza, Itália;;male;site oficial do artista;alta;;biografia pública / página profissional;média;FILE;;45.0537735;9.6951421;100.0;;;;;"Site oficial recente; sem óbito identificado.";;;;;
Robert Becker;1900;;;École supérieure des arts décoratifs de Strasbourg > Académie Européenne d’Art de Trèves;48.5825 > 45.539444444444;7.7591 > 4.6761111111111;Sarreguemines, Lorena, França;;male;arts-direct;média;;arts-direct.com;média;FILE;;49.109707574;7.070491816;100.0;;;;;"Site oficial recente; sem óbito identificado.";;Ulan;;;alta
Robert Gwathmey;1903;1988;Estados Unidos;Maryland Institute of Design > Pennsylvania Academy of the Fine Arts;39.2904 > 39.955683;-76.6122 > -75.163217;Manchester;Southampton, Nova York;male;https://collections.lacma.org/node/165542 | https://www.pafa.org/museum/collection/item/street-scene-1;alta;"Fontes museológicas confirmam estudos no Maryland Institute e na Pennsylvania Academy; a Art Students League não foi confirmada.";Wikidata;alta;MAC USP;alta;37.5207;-77.4483;100.0;40.8852777778;-72.3952777778;100.0;"Wikipedia; Find a Grave";Coordenadas corrigidas para Southampton, Nova York.;média;Ulan;Ulan;;alta
Robert Wallace;;;;;;;Nova Zelândia;;male;;;fonte biográfica identifica apenas o país> preenchimento mantido em nível de país.;FILE Festival;média;FILE;;-40.900557;174.885971;;;;;;"Biografia recente; sem óbito identificado.";;;;;
Roberto Burle Marx;1909;1994;Brasil;Escola Nacional de Belas Artes > ateliê de Degner Klemn;-22.8625055 >;-43.2256622 >;São Paulo;Rio de Janeiro;male;Itaú Cultural> Wikipédia;média;Formação em pintura e arquitetura confirmada> ateliê anterior em Berlim.;Wikidata;alta;MAC USP;alta;-23.5486657;-46.6382522;100.0;-22.9014475;-43.1789159;100.0;MASC;;alta;Ulan;Ulan;;alta
Roberto Castellanos;1871;1942;Uruguai;Accademia di Belle Arti di Firenze > aulas com José Ciaranfi;43.7696 > ;11.2558 > ;Montevidéu;Montevidéu;male;https://mnav.gub.uy/cms.php?a=88;alta;estuda pintura em Florença com bolsa de estudos;Wikidata;alta;Museu Histórico Nacional;média;-34.9055557;-56.1852505;100.0;-34.9055557;-56.1852505;100.0;Museo Nacional de Artes Visuales;;alta;Museo Nacional de Artes Visuales (Uruguai);Museo Nacional de Artes Visuales (Uruguai);;alta
Roberto Mertig;;;;formação artística brasileira;;;;;male;https://www.catalogodasartes.com.br/;média;Sem base aberta detalhada suficiente.;;;Museu Paulista;baixa;;;;;;;;Homônimo/identidade insuficiente para individualização segura.;;;;;
Roberto Okinaka;1956;;;Fundação Armando Álvares Penteado (FAAP) > estudos em Osaka;-23.5450155 >;-46.6630802 >;São Paulo, SP, Brasil;;male;https://www.smartgallery.com.br/categoria/arte-japonesa-no-brasil/roberto-okinaka/;baixa;fonte secundária recente> informa formação na FAAP e complementação de estudos em Osaka, sem datas;MAC USP;alta;MAC USP;média;-23.5486657;-46.6382522;;;;;;"Verbete recente; sem óbito identificado.";;MAC USP;;;alta
Roberto Sambonet;1924;1993;Reino da Itália;Manzoni > Accademia di Belle Arti di Brera > Polytechnic University of Milan;45.45994722 > 45.47222222 > 45.47803055555556;9.17774167 > 9.18888889 > 9.227319444444444;Vercelli;Milão;male;MAC_consolidado_normalized.csv / nationality_applied_dataset.csv;média;dados recuperados de base auxiliar> datas não localizadas;Wikidata;alta;MAC USP;média;45.3211114;8.4262359;100.0;45.4636183;9.1881156;100.0;Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Roberto Santaguida;;;Canadá;Concordia University;45.496944444444445;-73.57805555555555;Montreal, Canadá;;male;Art Souterrain;média;;Akademie Schloss Solitude;alta;FILE;;45.508867;-73.554242;100.0;;;;;"Biografia recente; sem óbito identificado.";;;;fontes divergentes sobre ano de nascimento (1981/1982);
Robin Baumgarten;1982;;Alemanha;Imperial College London;51.498308;-0.176882;Alemanha;;male;site oficial do artista;alta;Ficha FILE explicita País de Origem.;FILE Archive — ficha de participante;alta;FILE;alta;51.110631049;10.392277932;;;;;;"Site oficial recente; sem óbito identificado.";;;;;
Rocío Cano Valiño;1991;;Argentina;Conservatoire national supérieur musique et danse de Lyon (CNSMD Lyon) > Conservatoire à Rayonnement Régional de Lyon (CRR de Lyon) > Universität für Musik und darstellende Kunst Graz (KUG);45.76915 > 45.761 > 47.0725;4.81262 > 4.82234 > 15.4503;Buenos Aires;;female;site oficial da artista;alta;;Wikidata;alta;FILE;;-34.6090264;-58.3732215;100.0;;;;;"Perfil profissional recente; sem óbito identificado.";;Donne – Women in Music;;;média
Rodolfo Abularach;1933;2020;Guatemala;Escuela Nacional de Artes Plásticas, Ciudad de Guatemala > Escuela de Arquitectura, Universidad de San Carlos de Guatemala;14.6349 > 14.6349;-90.5069 > -90.5069;Guatemala City;Guatemala City;male;https://rodolfoabularach.com/es/biography/ | https://www.oas.org/artsoftheamericas/rodolfo-abularach;alta;"O site oficial e a OEA confirmam formação na Escola Nacional de Artes Plásticas e estudos de arquitetura em Guatemala; as coordenadas do México foram corrigidas.";Wikidata;alta;MAC USP;média;14.64198;-90.51324;100.0;14.6416666667;-90.5133333333;100.0;"David Nolan Gallery; AGN";;baixa;Wikidata > Ulan;Wikidata;;alta
Rodolfo Amoedo;1857;1941;Brasil;Liceu de Artes e Ofícios do Rio de Janeiro > Academia Imperial de Belas Artes > Académie Julian > École des Beaux-Arts de Paris;-22.908333 > -22.9071 > 48.871111 > 48.856386;-43.184722 > -43.1829 > 2.341667 > 2.335657;Salvador;Rio de Janeiro;male;https://enciclopedia.itaucultural.org.br/pessoas/6112-rodolfo-amoedo;alta;;Wikidata;alta;Pinacoteca de São Paulo;alta;-12.9641527;-38.5058208;100.0;-22.9014475;-43.1789159;100.0;Itaú Cultural;;alta;Ulan;Ulan;;alta
Rodolfo Bernardelli;1852;1931;México;Academia Imperial de Belas Artes > estudos com Giulio Monteverde e Achilles Monteverde;-22.9071 > ;-43.1829 > ;Guadalajara;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Rodolfo_Bernardelli;média;A fonte também indica aulas informais com Francisco Manuel Chaves Pinheiro.;Wikidata;alta;Museu Histórico Nacional;alta;20.674161223;-103.336727247;100.0;-22.9014475;-43.1789159;100.0;Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Rodolfo Chambelland;1879;1967;Brasil;Académie Julian > Liceu de Artes e Ofícios > Escola Nacional de Belas Artes;48.871111 > -22.91111111111111 > -22.8625055;2.341667 > -43.20555555555556 > -43.2256622;Rio de Janeiro;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Rodolfo_Chambelland;média;;Wikidata;alta;Museu Histórico Nacional;alta;-22.9014475;-43.1789159;100.0;-22.9014475;-43.1789159;100.0;Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Rodrigo Bivar;1981;;;Fundação Armando Álvares Penteado (FAAP);-23.5450155;-46.6630802;Brasília, DF, Brasil;;male;https://www.premiopipa.com/pag/artistas/rodrigo-bivar/;alta;A fonte informa graduação em artes plásticas pela FAAP, sem detalhar as datas.;MAC USP;alta;MAC USP;alta;-15.7793842;-47.9257379;;;;;;"Biografia recente; sem óbito identificado.";;;;;
Rodrigo Faustini;1992;;Brasil;Universidade Estadual de Campinas (UNICAMP) > Universidade de São Paulo (USP) > Goldsmiths, University of London;-22.817222222222 > -23.5613991 > 51.474269444444445;-47.069444444444 > -46.7307891 > -0.03541111111111111;São Paulo, Brasil;;male;USP | FAPESP | Academia.edu;alta;;PROYECTOR;alta;FILE;;-23.5486657;-46.6382522;100.0;;;;;"Biografia recente; sem óbito identificado.";;PROYECTOR;;;média
Rodrigo Rezende;;;Brasil;Faculdade Impacta de Tecnologia > Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP);-23.550394444444 > -22.8172;-46.633947222222 > -47.0694;Brasil;;male;site oficial do artista;alta;;FILE Festival (País de Origem);alta;FILE;;-10.769946429;-53.073466889;100.0;;;;;"Site oficial/produção recente; sem óbito identificado.";;;;;
Rogelio Meléndez;1988;;México;;;;Reynosa, México;;male;;;Biografia explicita local e ano de nascimento.;FILE Archive — biografia de participante;alta;FILE;alta;26.092178;-98.277793;;;;;;"CV/biografia recente; sem óbito identificado.";;FILE;;;alta
Roger Chastel;1897;1981;França;Académie Julian > École des Beaux-Arts de Paris > ateliê de Fernand Cormon;48.8567 > 48.8567 > 48.8567;2.3522 > 2.3522 > 2.3522;9º arrondissement de Paris;Saint-Germain-en-Laye;male;https://www.mchampetier.com/oeuvres-vendues-de-Roger-Chastel-59257-0-art-et-estampes-autres.html;média;"A biografia localizada registra estudos na Académie Julian, ingresso na École des Beaux-Arts e passagem pelo ateliê de Fernand Cormon; a Académie de La Palette foi removida por falta de confirmação.";Wikidata;alta;MAC USP;alta;48.8769;2.3374;97.02;48.898970617;2.093804863;100.0;Centre Pompidou;;alta;Ulan;Ulan;;alta
Roger Dudant;1929;2008;Bélgica;Academy of Arts of Tournai > École nationale supérieure des arts visuels de La Cambre;50.60555555555555 > 50.818888888889;3.388055555555556 > 4.3741666666667;Brunehaut;Péruwelz;male;Artsy biography;média;;Wikidata;alta;MAC USP;média;50.527149348;3.395107839;100.0;50.52945214;3.563871239;100.0;"Wikimedia Commons; Wikipédia (fr)";Local de morte preenchido com base em fontes secundárias convergentes.;média;Wikidata > Ulan;Wikidata > Ulan;;alta
Rogério Bedim;;;;autodidata;;;;;male;https://www.youtube.com/watch?v=r6Zl0AAsKPw;média;"Artista descrito como autodidata na fonte consultada; não foi localizada formação institucional.";;;Museu de Arte Religiosa e Tradicional;baixa;;;;;;;;Fontes localizadas, mas sem óbito auditável.;;;;;
Rolf van Boxmeer;;;Países Baixos;;;;;;male;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"perfil recente; sem óbito identificado.";;;;;
Romane Granger;;;França;Ecole Nationale Supérieure des Arts Décoratifs (ENSAD-Paris);48.8414;2.3441;;;female;https://www.twine.net/RomaneGranger | https://vimeo.com/user30152275;média;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"biografia recente; sem óbito identificado.";;;;;
Romano Vicente (atribuição);;;;;;;;;;;;autoria atribuída/incerta> formação não localizada com segurança;;;Museu da Inconfidência;;;;;;;;;"atribuição; autor não individualizado.";;;;;
Romero Britto;1963;;Brasil;;;;Recife;;male;;;biografias consultadas enfatizam trajetória autodidata> sem escola formal confirmada;Wikidata;alta;MAC USP;média;-8.0551894;-34.871176;100.0;;;;;"site oficial recente; sem óbito identificado.";;Wikidata > Ulan;;;alta
Ronald van der Meijs;1966;;Reino dos Países Baixos;AKV > St.Joost Academy of Fine Arts and Design / Avans University of Applied Sciences;51.58888888888889 > 51.58888888888889;4.775833333333333 > 4.775833333333333;Tilburg;;male;FILE Festival;alta;;Wikidata;alta;FILE;;51.566279732;5.062871894;100.0;;;;;"biografia recente; sem óbito identificado.";;Wikidata;;;alta
Ronchi;;;;;;;;;;;;identificação incompleta> não foi possível desambiguar com segurança;;;Museu Casa de Benjamin Constant;;;;;;;;;identidade insuficiente para desambiguação.;;;;;
Rora Blue;;;Estados Unidos;San Francisco Art Institute > University of Nevada, Reno;37.8035 > 39.545833333333;-122.417 > -119.81666666667;Califórnia, Estados Unidos;;female;site oficial do artista;alta;preenchido a partir de fonte secundária auditável> sem fonte institucional localizada no lote.;Wikipedia;média;FILE;;36.778261;-119.417932;;;;;;"site oficial recente; sem óbito identificado.";;;;;
Rosina Becker do Valle;1914;2000;Brasil;Instituto de Artes da Universidade Federal do Rio Grande do Sul (UFRGS);-30.0292;-51.2233;Rio de Janeiro;Rio de Janeiro;female;fontes biográficas de referência;média;instituição identificada> datas não localizadas com precisão;Wikidata;alta;MAC USP;baixa;-22.9014475;-43.1789159;100.0;-22.9111111111;-43.2055555556;100.0;MAC USP;;alta;Wikidata;Wikidata;;alta
Ru Kuwahata;2000;;Japão;Parsons School of Design;40.735357;-73.994533;Japão;;female;site oficial / Parsons;alta;;Wikidata;alta;FILE;;36.655226998;139.271495;100.0;;;;;"biografia recente; sem óbito identificado.";;Wikidata;;;alta
Rubem Valentim;1922;1991;Brasil;;;;Salvador;São Paulo;male;;;;https://museuafrobrasil.org.br/pessoas-grupos-instituicoes-organizacoes/rubem-valentim/;alta;MAC USP;média;-12.9777;-38.5016;100.0;-23.5503944444;-46.6339472222;100.0;Itaú Cultural;;alta;https://museuafrobrasil.org.br/pessoas-grupos-instituicoes-organizacoes/rubem-valentim/;https://museuafrobrasil.org.br/pessoas-grupos-instituicoes-organizacoes/rubem-valentim/;;alta
