creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Morgane Stricot;;;France;École Supérieure d’Art d’Avignon > University of Maine;43.948611111111 > 44.8990;4.8083333333333 > -68.6740;France;;female;MAPS | BORN DIGITAL — Morgane Stricot;medium;Ficha FILE explicita País de Origem.;FILE Archive — ficha de participante;high;FILE;high;46.559417044;2.550539953;;;;;;"fontes institucionais recentes indicam atividade profissional em conservação; sem evidência de óbito.";;;;;
Moritz Reichartz;;;Germany;State Academy of Fine Arts Stuttgart;48.7775;9.18;Germany;;male;FILE Festival;high;;FILE Festival (País de Origem);high;FILE;;51.110631049;10.392277932;100.0;;;;;"portfólio e biografia recentes indicam atividade profissional; sem evidência de óbito.";;;;;
Morris Graves;1910;2001;United States;;;;Fox;Loleta;male;;;artista geralmente descrito como autodidata> sem escola formal localizada;Wikidata;high;MAC USP;medium;41.623184;-88.49519;100.0;40.640741;-124.226367;100.0;Seattle Art Museum;"local de morte auditado; fonte museológica registra Loleta, Califórnia.";high;Ulan;Ulan;;high
Moshe Castel;1909;1992;Israel;École du Louvre > Bezalel Art School > estúdio de Yitzhak Frenkel > Académie Julian;48.8627 > 31.78116666666667 >  > 48.871111;2.3364 > 35.22361111111111 >  > 2.341667;Jerusalem;Tel Aviv;male;https://castelmuseum.co.il/en/moshe-castel-artist/moshe-castel;high;O museu do artista documenta a sequência completa de formação em Jerusalém, Tel Aviv e Paris.;Wikidata;high;MAC USP;high;31.7890222;35.2010767;100.0;32.0735802;34.7880511;100.0;El País;"local de morte auditado; obituário de fonte reputada registra Tel Aviv.";medium;Ulan;Ulan;;high
Moussia Pinto Alves;1901;1986;Brazil;;;;Sevastopol;São Paulo;female;;;formação não institucional claramente localizada> mantido local de estudo/atividade;Wikidata;high;MAC USP;low;44.550653;33.5389528;100.0;-23.5486657;-46.6382522;;MASP;"local de morte auditado; fonte museológica registra São Paulo.";high;Wikidata > Ulan;Wikidata > Ulan;;high
Murat Saygıner;1989;;Czech Republic;self-taught;50.071199678;14.450977012;Prague;;male;FILE Festival — Murat Saygıner | IMDb / FilmFreeway;medium;autodidata> coordenadas atribuídas à cidade biográfica associada no início da trajetória;Wikidata;high;FILE;low;50.071199678;14.450977012;100.0;;;;;não localizei fonte robusta que confirme local de morte.;;;;;
Muriel Montini;;;France;Université Paris 8 Saint-Denis;48.944722222222;2.3633333333333;France;;female;Szczecin Film Festival;high;Ficha FILE explicita País de Origem.;FILE Archive — ficha de participante;high;FILE;high;46.559417044;2.550539953;;;;;;"biografia recente indica atividade profissional em desenvolvimento de projetos; sem evidência de óbito.";;;;;
Muriel Paraboni;1977;;Brazil;Universidade Federal de Santa Maria (UFSM) > Universidade Feevale > Universidade do Vale do Rio dos Sinos (Unisinos) > Pontifícia Universidade Católica do Rio Grande do Sul (PUC-RS) > Escuela Internacional de Cine y TV (EICTV) > Universidade Federal do Rio Grande do Sul (UFRGS);-29.8872 > -29.6813 > -29.7950 > -30.0588 > 22.917735 > -30.033611111111;-51.1629 > -51.1328 > -51.1537 > -51.1744 > -82.540882 > -51.219166666667;Southern Brazil;;male;https://murielparaboni.com/bio4cv;high;fonte explicita apenas “born in Southern Brazil”, sem cidade ou estado.;site oficial do artista;high;FILE;;-27.5935;-51.889;;;;;;"site oficial recente indica atividade artística e acadêmica; sem evidência de óbito.";;site oficial de Muriel Paraboni;;"nascimento localizado; sem data de morte em fonte consultada";high
Mustashrik;1985;;"United Kingdom; Bangladesh";Surrey Institute of Art & Design;51.216;-0.806;Dhaka, Bangladesh;;male;IMDb;medium;;Paul Gravett;medium;FILE;;23.810333;90.412521;;;;;;"currículo e biografia recentes indicam atividade profissional; sem evidência de óbito.";;Paul Gravett;;"nascimento localizado em fonte biográfica secundária; sem data de morte em fonte consultada";medium
Mário Bueno;1916;2001;Brazil;self-taught;;;Campinas;Campinas;male;https://enciclopedia.itaucultural.org.br/pessoas/2142-mario-bueno;high;A fonte consultada qualifica a trajetória como autodidata.;https://enciclopedia.itaucultural.org.br/pessoas/2142-mario-bueno;high;MAC USP;medium;-22.9073702;-47.0628996;100.0;-22.9073702;-47.0628996;;https://enciclopedia.itaucultural.org.br/pessoas/2142-mario-bueno;"local de morte auditado; fonte acadêmica registra Campinas.";high;https://enciclopedia.itaucultural.org.br/pessoas/2142-mario-bueno;https://enciclopedia.itaucultural.org.br/pessoas/2142-mario-bueno;;high
Mário Navarro da Costa;1883;1931;Brazil;studies with José Maria de Medeiros > studies with Rodolfo Amoedo; > ; > ;Rio de Janeiro;Florence;male;https://enciclopedia.itaucultural.org.br/pessoas/6111-navarro-da-costa;medium;a fonte também registra estudo com José Maria de Medeiros e Rodolfo Amoedo e frequência a ateliês em Nápoles;Wikidata;high;Museu Nacional de Belas Artes;medium;-22.9014475;-43.1789159;100.0;43.7686976;11.2569291;100.0;Itaú Cultural;"local de morte auditado; fonte institucional registra Florença.";high;Wikidata;Wikidata;;high
Mário Villares Barbosa;1880;1917;Brazil;Liceu de Artes e Ofícios de São Paulo > Académie Julian > School of Fine Arts in Paris > training with Oscar Pereira da Silva;-23.5331446 > 48.871111 > 48.856386 > ;-46.6267577 > 2.341667 > 2.335657 > ;Campinas;Madrid;male;https://www.guiadasartes.com.br/mario-villares-barbosa/obras-e-biografia;medium;As mesmas fontes informam aprendizagem inicial com Oscar Pereira da Silva.;Wikidata;high;Pinacoteca de São Paulo;high;-22.9073702;-47.0628996;100.0;40.4166909;-3.7003454;100.0;Itaú Cultural;"local de morte auditado; fonte institucional registra Madri.";high;Wikidata;Wikidata;;high
Mário Zanini;1907;1971;Brazil;Escola Profissional Masculina do Brás > Liceu de Artes e Ofícios de São Paulo;-23.54504 > -23.5331446;-46.61634 > -46.6267577;São Paulo;São Paulo;male;Escritório de Arte> Guia das Artes;medium;;Wikidata;high;MAC USP;high;-23.5486657;-46.6382522;100.0;-23.5486657;-46.6382522;100.0;Itaú Cultural;"local de morte auditado; fonte institucional registra São Paulo.";high;Wikidata;Wikidata;;high
Mélanie Courtinat;1993;;France;ECAL / École cantonale d'art de Lausanne;46.536742;6.588525;Paris, France;;female;ECAL;medium;;Wikipédia FR;medium;FILE;;48.856372814;2.352529617;100.0;;;;;"site oficial recente indica atividade artística e docente; sem evidência de óbito.";;site oficial de Mélanie Courtinat | CURRENTS New Media;;"nascimento localizado; sem data de morte em fonte consultada";high
Mélanie Lopez;;;France;L'Atelier de Sèvres > Supinfocom Rubika;> 50.35805555555555;> 3.523333333333333;;;female;FILE Festival;high;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"site oficial recente indica atividade artística; sem evidência de óbito.";;;;;
Míriam Chiaverini;1940;2005;;Escola de Belas Artes da Universidade Federal da Bahia;-12.990785;-38.524427;São Paulo, SP, Brazil;;female;https://coleccionfemsa.com/artistas/miriam-chiaverini/ | https://enciclopedia.itaucultural.org.br/pessoas/6125-miriam-chiaverini;high;;MASC;high;MAC USP;medium;-23.5486657;-46.6382522;;;;;;verbete institucional consultado não informa local de morte.;;Wikidata > Ulan;Wikidata;;high
Mónica Rikić;1986;;Spain;Universitat de Barcelona > Universitat Pompeu Fabra > Universitat Oberta de Catalunya;41.386666666667 > 41.406594 > 41.406594;2.1638888888889 > 2.194429 > 2.194429;Barcelona;;female;FILE Festival;high;;Wikidata;high;FILE;;41.387917;2.1699187;100.0;;;;;"site oficial recente indica atividade artística e acadêmica; sem evidência de óbito.";;;;;
Mônica Nador;1955;;Brazil;Fundação Armando Álvares Penteado (FAAP) > Escola de Comunicações e Artes da USP (ECA-USP);-23.5450155 > -23.55833333;-46.6630802 > -46.72694444;Ribeirão Preto;;female;https://www.guiadasartes.com.br/monica-nador/obras-e-biografia;low;na ECA/USP frequenta curso de gravura planográfica com Regina Silveira;Wikidata;high;MAC USP;high;-21.1766308;-47.8208378;100.0;;;;;"verbete institucional recente apresenta a artista sem informação de óbito; não localizei local de morte auditável.";;Wikidata > Ulan;;;high
Nada Al Dash;;;Jordan;International College of Cyprus;35;33;;;female;site oficial da artista;high;local de nascimento não localizado em fonte auditável | fonte reputada e compatível com a trajetória/formação do registro;;;FILE;;;;;;;;;"registro profissional recente indica atividade em design e mídia; sem evidência de óbito.";;;;;
Naeem Murdic;;;United States;Pratt Institute;40.691111;-73.963889;;;;site oficial do artista;high;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"portfólio profissional recente indica atividade em motion design; sem evidência de óbito.";;;;;
Nahil Ali Memon;;;United States;;;;New York, United States;;female;;;;FILE Festival;high;FILE;;40.7130466;-74.0072301;;;;;;"registro profissional recente indica atividade em arte e tecnologia; sem evidência de óbito.";;;;;
Nata Metlukh;1982;;United States;Vancouver Film School > Estonian Academy of Arts;49.26083333333333 > 59;-123.1138888888889 > 26;Ukraine;;female;site oficial da artista;high;fonte identifica apenas o país de nascimento;site oficial da artista;high;FILE;;49.026898375;31.374926053;100.0;;;;;"fontes recentes indicam atividade em animação e ilustração; sem evidência de óbito.";;;;;
Natalie Labarre;;;United States;School of Visual Arts;40.73861111;-73.98222222;New York, United States;;female;Mountainfilm / Hornet;medium;fonte descreve a artista como “born and bred New Yorker”> usado com baixa confiança.;Mountainfilm;low;FILE;;40.712728;-74.006015;;;;;;"site profissional recente indica atividade em direção de animação; sem evidência de óbito.";;;;;
Nathalie Lawhead;;;United States;;;;;;non-binary;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"site oficial recente indica atividade em arte digital e games; sem evidência de óbito.";;;;;
Nathan Jurevicius;1973;;Australia;University of South Australia;-34.9205;138.607;Bordertown, South Australia, Australia;;male;entrevista/artigo de perfil (Alison Peters> XLR8R);medium;;AustLit / Vinyl Creep;medium;FILE;;-36.310601001;140.773263075;100.0;;;;;"site oficial recente indica atividade profissional internacional; sem evidência de óbito.";;Wikidata;;;high
Nelson Leirner;1932;2020;Brazil;Lowell Technological Institute > painting classes with Joan Ponç > Ateliê Abstração / Samson Flexor;42.6539 >  >;-71.3257 >  >;São Paulo;Rio de Janeiro;male;https://www.saudeemmovimento.com.br/sites/nelsonleirner/portu/biografia.asp;medium;curso de engenharia têxtil não concluído> formação artística complementar com Joan Ponç e Samson Flexor;Wikidata;high;MAC USP;high;-23.5486657;-46.6382522;100.0;-22.9014475;-43.1789159;100.0;Itaú Cultural;"local de morte auditado; fonte institucional registra Rio de Janeiro.";high;Wikidata;Wikidata;;high
Nelson Ramos;1932;2006;Uruguay;National School of Fine Arts of Montevideo > printmaking studies with Iberê Camargo and Johnny Friedlaender at the Museum of Modern Art of Rio de Janeiro;-34.9011 > -22.9121;-56.1645 > -43.2302;Soriano Department;Montevideo;male;https://mnav.gub.uy/cms.php?a=397;high;"Uruguay’s National Museum of Visual Arts confirms studies at the National School of Fine Arts and later printmaking training in Rio de Janeiro; Taller Torres García was removed.";Wikidata;high;MAC USP;medium;-33.5300;-58.2172;100.0;-34.9055557;-56.1852505;100.0;MAC USP;"local de morte auditado; fonte museológica registra Montevidéu.";high;Ulan;MAC USP (verbete do artista);;high
Nelton Pellenz;;;Brazil;Universidade Federal de Santa Maria (UFSM) > Universidade Luterana do Brasil (ULBRA) > Universidade Federal do Rio Grande do Sul (UFRGS);-29.8872 > -29.9194 > -30.033611111111;-51.1629 > -51.1803 > -51.219166666667;São Paulo das Missões, Rio Grande do Sul, Brazil;;male;CV oficial do artista;high;;CV do artista;high;FILE;;-28.0194;-54.9404;;;;;;"biografia institucional recente informa que vive e trabalha em Porto Alegre; sem evidência de óbito.";;;;;
Nemesio Antúnez;1918;1993;Chile;Pontificia Universidad Católica de Chile > Columbia University > Atelier 17;-33.4411 > 40.8075 > 40.7359;-70.6407 > -73.9626 > -73.9905;Santiago;Santiago;male;https://digitalcommons.otterbein.edu/tebusco/2/ | https://www.encyclopedia.com/humanities/encyclopedias-almanacs-transcripts-and-maps/antunez-nemesio-1918-1993;medium;"Sources confirm an architecture degree at the Catholic University of Chile, later study at Columbia, and training at Atelier 17; the school was removed because it did not represent his principal higher or artistic education.";Wikidata;high;MAC USP;medium;-33.4459946;-70.6670569;100.0;-33.4459946;-70.6670569;100.0;Fundación Nemesio Antúnez;"local de morte auditado; fundação do artista registra Santiago, Chile.";high;Wikidata > Ulan;Wikidata > Ulan;;high
Neryth Yamile Manrique Mendoza;1975;;Colombia;Universidad Industrial de Santander;43.466666666667;-3.8;Bucaramanga, Colombia;;female;FILE Festival;high;;portfólio da artista;high;FILE;;7.1311813;-73.1250327;100.0;;;;;"portfólio recente indica atividade artística; sem evidência de óbito.";;FILE Festival (biografia);;;high
Nick Ladd;;;Canada;Dawson College > Sheridan College;45.489374 > 43.46888888888889;-73.588298 > -79.7;Montreal, Canada;;male;ArtStation / Museum of Other Realities;high;fonte biográfica informa origem em Montreal.;Museum of Other Realities / site oficial do artista;high;FILE;;45.508867;-73.554242;100.0;;;;;"site profissional recente indica atividade em arte em VR; sem evidência de óbito.";;;;;
Nick Luchkiv;1979;;Russia;Academy of Architecture and Arts, Southern Federal University;47.22250;39.71000;Karaganda, USSR;;male;FILE Festival;high;;FILE Festival;high;FILE;;49.802815;73.087749;;;;;;"biografia profissional consultada indica atividade em motion design; sem evidência de óbito.";;FILE Festival (biografia);;;high
Nicola Antonio Facchinetti;1824;1900;Brazil;Escola de Desenho de Bassano > Accademia di Belle Arti di Venezia;45.76666666666667 > 45.4286;11.73416666666667 > 12.3305;Treviso;Rio de Janeiro;male;https://www.guiadasartes.com.br/nicolau-antonio-facchinetti/obras-e-biografia | https://pt.wikipedia.org/wiki/Nicola_Antonio_Facchinetti;medium;A biografia cita curso em Bassano e premiações na academia de Veneza em 1842 e 1843.;Wikidata;high;Pinacoteca de São Paulo;high;45.6662855;12.242072;100.0;-22.9014475;-43.1789159;100.0;Itaú Cultural;"local de morte auditado; fonte institucional registra Rio de Janeiro.";high;Wikidata > Ulan;Wikidata > Ulan;;high
Nicola Gastaldi;;;;;;;Italy;;male;;;Ficha FILE explicita País de Origem.;FILE Archive — ficha de participante;high;FILE;high;42.83333;12.83333;;;;;;"biografia profissional recente indica atividade em design e direção de animação; sem evidência de óbito.";;;;;
Nicola Giannini;;;Italy;Université de Montréal;45.5028;-73.6077;Italy;;male;https://www.nicolagiannini.com/about-2/ | https://musique.umontreal.ca/en/community/get-to-know/portrait/udemportraits/f/nicola-giannini/ | https://archive.file.org.br/participantes/nicola-giannini/;high;;FILE Festival (País de Origem);high;FILE;;42.83333;12.83333;100.0;;;;;"site oficial recente indica atividade em composição e arte sonora; sem evidência de óbito.";;;;;
Nicolas Fong;1982;;;École nationale supérieure des arts visuels de La Cambre;50.818888888889;4.3741666666667;Paris, France;;male;https://mofart.free.fr/index.php/fong/ | https://www.flblb.com/auteur/nicolas-fong/;medium;;Japan Media Arts Festival;high;FILE;;48.856372814;2.352529617;100.0;;;;;"biografias profissionais consultadas indicam atividade em animação e cinema; sem evidência de óbito.";;Japan Media Arts Festival (perfil);;;high
Nicolas Hermansen;;;Belgium;Università di Bologna > Institut del Teatre / Universitat Autònoma de Barcelona / Universitat Pompeu Fabra;44.493888888889 > 41.379166666667;11.342777777778 > 2.1795083333333;Belgium;;male;In-Sonora;medium;fonte biográfica identifica apenas o país> preenchimento mantido em nível de país.;FILE Festival;medium;FILE;;50.833333;4.0;;;;;;"biografias profissionais consultadas indicam atividade artística e performática; sem evidência de óbito.";;;;;
Nicolas Poussin;1594;1665;;;;;Les Andelys, Normandy, France;Rome;male;;;;Britannica;high;;;49.2461;1.4125;;41.8930555556;12.4827777778;100.0;Britannica;"local de morte auditado; enciclopédia registra Roma.";high;Ulan;Ulan;;high
Nicolas Rubió;1928;2024;Spain;Escuela de Arquitectura de Barcelona;41.3842;2.1139;Barcelona;Buenos Aires;male;https://es.wikipedia.org/wiki/Nicol%C3%A1s_Mar%C3%ADa_Rubi%C3%B3_Tudur%C3%AD | https://www.urbipedia.org/hoja/Nicol%C3%A1s_Rubi%C3%B3_Tudur%C3%AD;medium;A correspondência adotada foi com Nicolás Maria Rubió Tudurí.;Wikidata;high;MAC USP;high;41.387917;2.1699187;100.0;-34.6090264;-58.3732215;100.0;Arte de la Argentina;"local de morte auditado; base de arte argentina registra Buenos Aires em 2024.";medium;Zurbarán – El Arte de los Argentinos;fr.wikipedia (verbete Nicolás Rubió);morte localizada em fonte secundária reputada;medium
Nicolas Vlavianos;1929;2022;Brazil;Académie de la Grande Chaumière > Académie du Feu;48.8567 > 48.8567;2.3522 > 2.3522;Athens;São Paulo;male;https://www.fcw.org.br/post/nicolas-vlavianos-autor-do-trof%C3%A9u-do-pr%C3%AAmio-fcw-morre-aos-93-anos;medium;"The located source records sculpture studies in Paris at the Académie de la Grande Chaumière and Académie du Feu; the Athens School of Fine Arts was not confirmed.";Wikidata;high;MAC USP;low;37.9753357;23.7361497;100.0;-23.5486657;-46.6382522;100.0;Bel Galeria;"local de morte auditado; biografia galerística registra São Paulo, Brasil, em 2022.";medium;Wikidata > Ulan;Wikidata;;high
Nicolas-Antoine Taunay;1755;1830;France;École des Beaux-Arts de Paris > studies with François Bernard Lépicié and Nicolas Guy Brenet > advanced training at the French Academy in Rome;48.853997 >  > 41.908333333333;2.333500 >  > 12.4825;Paris;Paris;male;https://pt.wikipedia.org/wiki/Nicolas-Antoine_Taunay;medium;Há mestres nomeados e aperfeiçoamento em Roma> mantida síntese conservadora.;Wikidata;high;Museu Nacional de Belas Artes;medium;48.856372814;2.352529617;100.0;48.856372814;2.352529617;100.0;Itaú Cultural;"local de morte auditado; fonte institucional registra Paris.";high;Wikidata;Wikidata;;high
Nicolas-Louis-Albert Delerive;1755;1818;France;training with Heinsius > studies with o conde de Neuville > escola de Francesco Casanova > Académie de Lille; >  >  > 50.631944444444; >  >  > 3.0575;Lille;Lisbon;male;https://eviterbo.fcsh.unl.pt/wiki/Nicolas_Delerive | https://lusojornal.com/nicolas-delerive-pintor-da-familia-real-portuguesa-ignorado-em-franca/;medium;;Wikidata;high;Museu Histórico Nacional;medium;50.6304582;3.071339915;100.0;38.7070085;-9.1356407;100.0;eViterbo;"local de morte auditado; enciclopédia de arte registra Lisboa em 1818.";high;Wikidata > Ulan;Wikidata > Ulan;;high
Nicolau Del Negro;1904;;Brazil;Escola Nacional de Belas Artes;-22.8625055;-43.2256622;Rio de Janeiro, RJ, Brazil;;male;https://www.catalogodasartes.com.br/artista/Nicolau%20Del%20Negro/;medium;A fonte identifica a ENBA e as aulas de Lucílio de Albuquerque, Rodolfo Chambelland e Rodolfo Amoedo, mas não fornece intervalo cronológico.;Enciclopédia Itaú Cultural;high;Museu Histórico Nacional;high;-22.9014475;-43.1789159;;;;;;não localizei fonte institucional ou biográfica robusta que confirme local de morte.;;Wikidata;;;high
Nicolette Daskalakis;;;United States;Institut supérieur des arts et du design de Toulouse > University of Southern California, School of Cinematic Arts > University of Southern California, Roski School of Art & Design;43.6008 > 34.021667 > 34.021667;1.44043 > -118.285278 > -118.285278;São Francisco, United States;;female;CV oficial da artista;high;;site oficial da artista;high;FILE;;37.7800771;-122.4201615;;;;;;"site profissional recente indica atividade artística em Paris; sem evidência de óbito.";;;;;
Nicolás Alcalá;;;Spain;;;;;;male;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"biografia profissional consultada não informa local de morte com robustez; sem evidência de óbito.";;;;;
Nienke Deutz;1500;;Kingdom of the Netherlands;Maastricht Academy of Fine Arts > KASK School of Arts Ghent;50.848736111111 > 51.045519;5.6830416666667 > 3.718608;Netherlands;;female;Animafest / Batavierhuis;high;fonte biográfica identifica apenas o país> preenchimento mantido em nível de país.;FILE Festival;medium;FILE;;52.249375293;5.616126398;100.0;;;;;"site oficial recente indica atividade em cinema de animação; sem evidência de óbito.";;Ulan;;;high
Nikita Diakur;;;Russia;Royal College of Art;51.501388888889;-0.17888888888889;Russia;;male;FILE Festival;high;;FILE Festival / Re-Imagine Europe;high;FILE;;61.989526183;96.805371534;100.0;;;;;"site oficial recente indica atividade em cinema e animação; sem evidência de óbito.";;;;;
Nilda Neves;1961;;;curso de contabilidade (institution not identified in the source);-14.203611111111112;-41.66527777777778;;;female;https://www.catalogodasartes.com.br/artista/Nilda%20Neves/ | https://www.centralgaleria.com/exposicoes/nildaneves-visagens> https://www.catalogodasartes.com.br/artista/Nilda%20Neves/;medium;A fonte confirma estudo de contabilidade, mas não informa a instituição. | fontes divergentes sobre o local de nascimento (Botuporã/BA e Camanducaia/MG)> campo não preenchido.;;;MAC USP;low;;;;;;;;"fontes institucionais recentes indicam atividade artística; sem evidência de óbito.";;Enciclopédia Itaú Cultural;;;high
Niobe Xandó;1915;2010;Brazil;studio of Raphael Galvez;-23.5331446;-46.6267577;Campos Novos Paulista, São Paulo, Brazil;São Paulo;female;https://pt.wikipedia.org/wiki/Niobe_Xand%C3%B3;medium;artista frequentemente descrita como autodidata> registro mantido apenas para o estudo em ateliê explicitado na fonte;Guia das Artes;medium;MAC USP;medium;-22.6029;-50.0163;;-23.5486657;-46.6382522;100.0;Itaú Cultural;"local de morte auditado; fonte institucional registra São Paulo.";high;Wikidata;Wikidata;;high
Niura Bellavinha;1962;;Brazil;Escola Guignard > Universidade Federal de Minas Gerais (UFMG) > Parsons School of Design;-19.9552 > -19.8690878 > 40.735357;-43.9202 > -43.9663841 > -73.994533;Belo Horizonte;;female;https://www.niurabellavinha.com.br/biografia | https://pt.wikipedia.org/wiki/Niura_Bellavinha;medium;As fontes também registram oficinas e orientação de Amílcar de Castro.;Wikidata;high;MAC USP;high;-19.9181771;-43.9370534;100.0;;;;;"site oficial recente indica exposição em 2024; sem evidência de óbito.";;;;;
Noha Eid;;;Egypt;Alexandria University;31.20194;29.90528;Alexandria, Egypt;;female;East-West Dialogue / Racotis Art;medium;;East-West Dialogue;high;FILE;;31.199005;29.894378;;;;;;"biografias profissionais consultadas indicam atividade em design e direção de arte; sem evidência de óbito.";;;;;
Nonnnon;;;United States;;;;Salt Lake City, Utah, United States;;male;;;nome artístico vinculado no FILE a Dave Madden, descrito como “de Salt Lake City”.;FILE Festival;high;FILE;;40.759619;-111.886798;;;;;;"registro FILE remete a pseudônimo/projeto coletivo; sem fonte biográfica robusta que confirme local de morte.";;;;;
Norha Beltran;1929;;;Academia de Belas Artes (Viena) e outras academias de belas-artes na Bolívia, Áustria, Espanha e Brasil > studies in Museology and Psychology in Brazil;48.20833333333334 >;16.3725 >;La Paz, Bolivia;La Paz;female;https://www.catalogodasartes.com.br/artista/Norha%20Beltr%EF%BF%BDn/ | https://www.museonacionaldearte.gob.bo/2023/10/11/norah-beltran/> https://www.catalogodasartes.com.br/artista/Norha%20Beltr%EF%BF%BDn/ | https://www.museonacionaldearte.gob.bo/2023/10/11/norah-beltran/ | https://www.guiadasartes.com.br/norha-beltran/obras-principais;medium;As fontes confirmam formação em várias academias, mas sem cronologia fina> mantida formulação prudente.;Museo Nacional de Arte (Bolívia);high;MAC USP;low;-16.4977871;-68.1258403;;-16.4977871;-68.1258403;100.0;Museo Nacional de Arte;"local de morte auditado; museu registra La Paz, Bolívia, em 2016.";high;Ulan;;;high
Nuno Ramos;1960;;Brazil;Faculdade de Filosofia, Letras e Ciências Humanas da USP (FFLCH-USP);-23.5613991;-46.7307891;São Paulo;;male;https://pt.wikipedia.org/wiki/Nuno_Ramos;medium;formação em filosofia> passa a integrar a Casa 7 em 1984;Wikidata;high;MAC USP;high;-23.5486657;-46.6382522;100.0;;;;;"site oficial recente indica atividade artística e editorial; sem evidência de óbito.";;Ulan;;;high
Nury Iyem;1915;2005;;Istanbul State Academy of Fine Arts > Higher Department of Painting;41.01 > 41.01;28.960277777778 > 28.960277777778;;Istanbul;;https://www.evin-art.com/sanatcilar/nuri-iyem?lang=en;medium;The gallery maintaining his biographical record confirms graduation from the Istanbul State Academy of Fine Arts and his return for the Higher Department of Painting.;;;MAC USP;high;;;;41.01;28.9602777778;;"Kültür Portalı; Vikipedi tr";"Grafia do nome no arquivo diverge de Nuri İyem; local de morte convergente em Istanbul.";medium;;;;
Não identificada;;;;;;;;;;;;autoria não identificada;;;Museu do Diamante;;;;;;;;;"Identificação incompleta; não desambiguada com segurança.";;;;;
Não identificado;;;;;;;;;;;;autoria não identificada;;;Museu Regional do Caeté;;;;;;;;;"Identificação incompleta; não desambiguada com segurança.";;;;;
O. Brieu;;;;;;;;;male;;;assinatura abreviada> não foi possível desambiguar com segurança;;;Pinacoteca de São Paulo;;;;;;;;;"Assinatura abreviada; identidade não desambiguada com segurança.";;;;;
Octave Tassaert;1800;1874;France;École des Beaux-Arts de Paris > printmaking training with Alexis-François Girard;48.853997 > ;2.333500 > ;Paris;Paris;male;https://fr.wikipedia.org/wiki/Octave_Tassaert;medium;;Wikidata;high;Museu Nacional de Belas Artes;medium;48.856372814;2.352529617;100.0;48.8566666667;2.3522222222;100.0;Wikipedia fr;Local de morte normalizado de arrondissement para a cidade de Paris com base em fonte biográfica secundária.;medium;Wikidata > Ulan;Wikidata > Ulan;;high
Odilla Mestriner;1928;2009;Brazil;Escola Municipal de Belas Artes de Ribeirão Preto;-21.1776315;-47.8100983;Ribeirão Preto;Ribeirão Preto;female;https://enciclopedia.itaucultural.org.br/pessoas/2074-odilla-mestriner;high;"Student of Domenico Lazzarini; she pursued self-taught learning before and alongside her attendance at Escola Municipal de Belas Artes de Ribeirão Preto.";Wikidata;high;MAC USP;high;-21.1766308;-47.8208378;100.0;-21.1776315;-47.8100983056;;MAC USP;;high;Wikidata;Wikidata;;high
Oliver Grau;1965;;Germany;Humboldt-Universität zu Berlin;52.518055555555556;13.393333333333333;Germany;;male;ZKM;high;fonte biográfica identifica apenas o país> preenchimento mantido em nível de país.;ISEA Symposium Archives / Wikipedia;medium;FILE;;51.110631049;10.392277932;100.0;;;;;"perfil institucional recente do ZKM; sem óbito identificado";;;;;
Olle Bærtling;1911;1981;Sweden;escola de Otte Sköld > Académie André Lhote;59.3293 > 48.85666666666667;18.0686 > 2.352222222222222;Halmstad;Stockholm;male;fontes biográficas de referência;medium;formação combinando ateliê e academia;Wikidata;high;MAC USP;medium;56.6735868;12.8571404;100.0;59.3327881;18.0644881;100.0;"Wikipedia sv; Moderna Museet";"Local de morte auditado por fonte secundária; biografia institucional confirma o óbito em 1981.";medium;;;;
Omar Rayo;1928;2010;Colombia;;;;Roldanillo;Palmira;male;;;;https://www.wikidata.org/wiki/Q2741987;high;MAC USP;high;4.4125;-76.1547;;3.5347222222;-76.2955555556;;Wikipedia es;Local de morte preenchido com base em fonte secundária convergente.;medium;Wikidata > Ulan;Wikidata;;high
Or Kantor;;;Israel;self-taught;32.05043;34.75224;;;male;site oficial do artista;high;local de nascimento não localizado em fonte auditável> autodidata> coordenadas atribuídas ao estúdio em Jaffa mencionado na biografia oficial;;;FILE;medium;;;;;;;;"site oficial recente; sem óbito identificado";;;;;
Oreste Sercelli;1867;1927;Kingdom of Italy;Escola Profissional de Artes Industriais e Decorativas de Florença;43.771388888889;11.254166666667;Florence;São Paulo;male;https://pt.wikipedia.org/wiki/Oreste_Sercelli;medium;A fonte também o descreve como professor de artes decorativas ao chegar ao Brasil.;Wikidata;high;Museu Paulista;high;43.7686976;11.2569291;100.0;-23.5503944444;-46.6339472222;100.0;Wikipedia pt;"Local de morte mantido; fonte secundária biográfica.";medium;;;;
